시간	무게	무게 변화	포트	로그	상태
15_50_39_474	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_39_504	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_39_521	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_39_556	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_39_572	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_39_605	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_39_625	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_39_655	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_39_676	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_39_706	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_39_730	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_39_774	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_39_799	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_39_828	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_39_856	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_39_884	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_39_901	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_39_928	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_39_948	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_39_993	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_40_034	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_40_057	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_40_062	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_40_107	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_40_131	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_40_155	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_40_177	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_40_211	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_40_234	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_40_265	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_40_288	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_40_321	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_40_344	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_40_376	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_40_404	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_40_429	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_40_454	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_40_474	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_40_491	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_40_539	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_40_562	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_40_586	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_40_611	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_40_647	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_40_666	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_40_692	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_40_715	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_40_757	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_50_40_780	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_40_803	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_40_826	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_40_864	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_40_883	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_40_909	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_40_926	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_40_979	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	424	f
15_50_41_003	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	536	f
15_50_41_029	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_41_053	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_41_081	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	424	f
15_50_41_106	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	536	f
15_50_41_128	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_41_146	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_41_198	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	424	f
15_50_41_217	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_41_248	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_41_270	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_41_303	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_41_321	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_41_347	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_41_392	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_41_418	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_41_444	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_41_460	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_41_477	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_41_522	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_41_543	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_41_565	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_41_581	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_41_629	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_41_654	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_41_677	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_41_695	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_41_737	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_41_757	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_41_788	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_41_812	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_41_848	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_41_876	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_41_903	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_41_925	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_41_964	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_41_989	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_42_009	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_42_027	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_42_075	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_42_098	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	536	f
15_50_42_125	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_42_145	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_42_177	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_42_197	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_42_228	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_42_255	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_42_287	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_42_311	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_42_331	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_42_350	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_42_394	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	424	f
15_50_42_411	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_42_439	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_42_461	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_42_505	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_42_528	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_42_551	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_42_569	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_42_611	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_42_635	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_42_656	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_42_674	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_42_728	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_42_749	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_42_780	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_42_803	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_42_829	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_42_859	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_42_882	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_42_904	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_42_941	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_42_963	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_42_990	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_43_016	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_43_044	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	424	f
15_50_43_070	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_43_096	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_43_123	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_43_163	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	424	f
15_50_43_187	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_43_215	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_43_237	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_43_263	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	424	f
15_50_43_291	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_43_319	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_43_342	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_43_376	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	424	f
15_50_43_400	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_43_430	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_43_454	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_43_487	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	424	f
15_50_43_509	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_43_531	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_43_563	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_43_597	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	424	f
15_50_43_623	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_43_646	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_43_672	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_43_706	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_43_730	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_43_757	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_43_788	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_43_817	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_43_840	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	536	f
15_50_43_863	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_43_888	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_43_920	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_43_946	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	536	f
15_50_43_970	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_43_998	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_44_033	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_44_055	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	536	f
15_50_44_087	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_44_128	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_44_149	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_44_169	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_44_188	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_44_217	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_44_258	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_44_281	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_44_307	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_44_329	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_44_357	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_44_375	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_44_402	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_44_434	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_44_464	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_44_488	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	536	f
15_50_44_514	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_44_541	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_44_573	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_44_597	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_44_624	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_44_652	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_44_684	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_44_707	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_44_736	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_44_766	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_44_791	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_44_815	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_44_840	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_44_869	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_44_900	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_44_923	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_44_953	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_44_978	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_45_007	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_45_025	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_45_056	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_45_085	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_45_109	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_45_133	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_45_169	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_45_196	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_45_219	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_45_242	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_45_269	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_45_291	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_45_314	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_45_337	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_45_363	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	544	f
15_50_45_400	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_45_423	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_45_446	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_45_479	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_45_507	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_45_534	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_45_557	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_45_586	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_50_45_611	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_45_633	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_45_652	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_45_671	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_50_45_713	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_45_736	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_45_761	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_45_785	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_50_45_824	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_45_847	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_45_871	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_45_894	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_50_45_938	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_45_958	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_45_980	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_46_010	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_50_46_047	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_46_071	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_50_46_094	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_46_118	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	546	f
15_50_46_153	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_46_178	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_50_46_202	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_46_227	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_46_253	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_46_271	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	422	f
15_50_46_304	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_46_328	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_46_366	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_46_390	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_46_413	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_46_436	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_46_467	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_46_490	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_46_512	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_46_534	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_46_564	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_46_582	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_46_609	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_46_630	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_46_674	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_46_698	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	424	f
15_50_46_721	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_46_744	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_46_777	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_46_806	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	424	f
15_50_46_839	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_46_845	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_46_889	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
15_50_46_916	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	424	f
15_50_46_922	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_46_946	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_46_978	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_47_008	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_47_028	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_47_052	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_47_079	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_47_108	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_47_135	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	538	f
15_50_47_159	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_47_183	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	408	f
15_50_47_210	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	423	f
15_50_47_230	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	537	f
15_50_47_252	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	545	f
15_50_47_290	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	407	f
