시간	무게	무게 변화	포트	로그	상태
15_18_31_128	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_31_136	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_31_197	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_31_203	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_31_211	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_31_243	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_31_305	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_31_311	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_31_317	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_31_341	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_31_413	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_31_420	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_31_425	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_31_451	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_31_523	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_31_529	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_31_555	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_31_562	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_31_631	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_31_638	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_31_645	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_31_676	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_31_739	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_31_745	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_31_750	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_31_772	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_31_849	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_31_855	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_31_860	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_31_891	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_31_959	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_31_966	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_31_972	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_32_001	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_32_067	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_32_077	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_32_085	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_32_113	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_32_174	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_32_181	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_32_187	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_32_256	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_32_285	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_32_290	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_32_296	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_32_327	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_32_396	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_32_403	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_32_410	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_32_445	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_32_504	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_32_540	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_32_547	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_32_559	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_32_614	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_32_621	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_32_631	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_32_670	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_32_720	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_32_726	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_32_732	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_32_771	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_32_831	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_32_838	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_32_882	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_32_889	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_32_940	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_32_947	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_32_953	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_32_983	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_33_050	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_33_057	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_33_062	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_33_085	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_33_159	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_33_165	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_33_171	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_33_201	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_33_268	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_33_276	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_33_283	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_33_306	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_33_379	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_33_412	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_33_422	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_33_453	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_33_494	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_33_503	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_33_511	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_33_544	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_33_599	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_33_610	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_33_617	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_33_646	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_33_707	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_33_714	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_33_720	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_33_750	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_33_818	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_33_824	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_33_861	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_33_867	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_33_926	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_33_932	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_33_938	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_33_969	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_34_035	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_34_041	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_34_047	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_34_071	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_34_143	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_34_149	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_34_154	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_34_178	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_34_253	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_34_259	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_34_267	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_34_302	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_34_364	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_34_371	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_34_378	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_34_415	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_34_471	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_34_479	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_34_486	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_34_522	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_34_582	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_34_588	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_34_593	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_34_626	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_34_693	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_34_702	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_34_710	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_34_740	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_34_804	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_34_809	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_34_816	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_34_839	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_34_911	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_34_939	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_34_971	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_34_995	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_35_036	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_35_042	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_35_049	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_35_085	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_35_134	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_35_139	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_35_145	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_35_172	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_35_243	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_35_248	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_35_252	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_35_282	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_35_353	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_35_358	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_35_363	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_35_396	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_35_459	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_35_467	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_35_474	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_35_502	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_35_567	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_35_571	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_35_576	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_35_603	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_35_676	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_35_682	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_35_711	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_35_717	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_35_784	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_35_790	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_35_799	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_35_827	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_35_895	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_35_900	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_35_905	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_35_931	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_36_004	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_36_038	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_36_045	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_36_069	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_36_115	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_36_122	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_36_129	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_36_170	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_36_223	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_36_228	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_36_233	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_36_269	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_36_332	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_36_338	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_36_342	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_36_369	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_36_445	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_36_452	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_36_460	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_36_500	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_36_554	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_36_561	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_36_568	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_36_594	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_36_662	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_36_668	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_36_691	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_36_697	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_36_771	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_36_777	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_36_783	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_36_821	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_36_882	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_36_890	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_36_896	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_36_926	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_36_989	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_36_995	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_37_000	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_37_024	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_37_098	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_37_105	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_37_135	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_37_141	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_37_209	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_37_215	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_37_249	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_37_255	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_37_317	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_37_323	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_37_354	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_37_376	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_37_428	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_37_434	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_37_466	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_37_472	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_37_541	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_37_547	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_37_575	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_37_583	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_37_646	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_37_689	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_37_711	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_37_717	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_37_758	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_37_764	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_37_786	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_37_791	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_37_867	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_37_874	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_37_900	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_37_906	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_37_975	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_37_981	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_38_005	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_38_011	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_38_084	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_38_090	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_38_115	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_38_121	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_38_193	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_38_199	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_38_222	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_38_228	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_38_303	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_38_310	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_38_333	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_38_339	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_38_411	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_38_417	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_38_442	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_38_448	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_38_520	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_38_526	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_38_552	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_38_557	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_38_635	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_38_659	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_38_665	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_38_688	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_38_742	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_38_748	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_38_772	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_38_780	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_38_851	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_38_858	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_38_984	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_38_994	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_39_001	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
15_18_39_010	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomRight	529	t
15_18_39_018	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopLeft	421	t
15_18_39_082	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	BottomLeft	523	t
15_18_39_087	[0, 0, 0, 0, 0, 0, 0, 0, 0]	-	TopRight	403	t
